Entity,Code,Day,people_vaccinated,145608-annotations
Bolivia,BOL,2021-06-18,1615514,
Bolivia,BOL,2021-06-21,1645289,
Bolivia,BOL,2021-06-28,1788228,
Bolivia,BOL,2021-06-30,1857751,
Bolivia,BOL,2021-07-01,1927217,
Bolivia,BOL,2021-07-02,1987768,
Bolivia,BOL,2021-07-03,2002991,
Bolivia,BOL,2021-07-04,2024454,
Bolivia,BOL,2021-07-05,2062126,
Bolivia,BOL,2021-07-12,2321231,
Bolivia,BOL,2021-07-19,2638918,
Bolivia,BOL,2021-07-25,2788135,
Bolivia,BOL,2021-07-27,2834736,
Bolivia,BOL,2021-07-29,2863296,
Bolivia,BOL,2021-07-31,2874284,
Bolivia,BOL,2021-08-01,2881439,
Bolivia,BOL,2021-08-03,2903925,
Bolivia,BOL,2021-08-05,2923829,
Bolivia,BOL,2021-08-07,2924399,
Bolivia,BOL,2021-08-08,2926271,
Bolivia,BOL,2021-08-09,2939877,
Bolivia,BOL,2021-08-10,2949156,
Bolivia,BOL,2021-08-11,2957194,
Bolivia,BOL,2021-08-13,2977801,
Bolivia,BOL,2021-08-15,2989471,
Bolivia,BOL,2021-08-17,3000981,
Bolivia,BOL,2021-08-18,3012437,
Bolivia,BOL,2021-08-19,3023644,
Bolivia,BOL,2021-08-20,3033516,
Bolivia,BOL,2021-08-21,3044011,
Bolivia,BOL,2021-08-23,3051554,
Bolivia,BOL,2021-08-24,3653993,
Bolivia,BOL,2021-08-25,3697377,
Bolivia,BOL,2021-08-26,3769324,
Bolivia,BOL,2021-08-27,3825802,
Bolivia,BOL,2021-08-29,3890613,
Bonaire Sint Eustatius and Saba,BES,2021-04-09,5726,
Bosnia and Herzegovina,BIH,2021-02-11,0,
Bosnia and Herzegovina,BIH,2021-04-14,25612,
Bosnia and Herzegovina,BIH,2021-04-24,68988,
Bosnia and Herzegovina,BIH,2021-05-01,85057,
Bosnia and Herzegovina,BIH,2021-05-19,116085,
Bosnia and Herzegovina,BIH,2021-05-25,191659,
Bosnia and Herzegovina,BIH,2021-06-10,257898,
Bosnia and Herzegovina,BIH,2021-06-24,293737,
Bosnia and Herzegovina,BIH,2021-06-25,302020,
Bosnia and Herzegovina,BIH,2021-07-05,306429,
Bosnia and Herzegovina,BIH,2021-07-21,388445,
Bosnia and Herzegovina,BIH,2021-08-04,491843,
Bosnia and Herzegovina,BIH,2021-08-10,499813,
Bosnia and Herzegovina,BIH,2021-08-11,537608,
Bosnia and Herzegovina,BIH,2021-08-18,567198,
Botswana,BWA,2021-03-25,0,
Botswana,BWA,2021-04-02,12945,
Botswana,BWA,2021-04-09,17808,
Botswana,BWA,2021-04-12,25040,
Botswana,BWA,2021-04-16,36652,
Botswana,BWA,2021-04-19,41612,
Botswana,BWA,2021-04-23,47160,
Botswana,BWA,2021-04-26,48411,
Botswana,BWA,2021-04-30,49882,
Botswana,BWA,2021-05-07,53375,
Botswana,BWA,2021-05-10,56101,
Botswana,BWA,2021-05-14,71500,
Botswana,BWA,2021-05-17,88907,
Botswana,BWA,2021-05-21,120055,
Botswana,BWA,2021-05-24,132782,
Botswana,BWA,2021-05-28,142864,
Botswana,BWA,2021-05-31,146725,
Botswana,BWA,2021-06-07,150019,
Botswana,BWA,2021-06-14,151315,
Botswana,BWA,2021-06-18,152383,
Botswana,BWA,2021-06-21,153403,
Botswana,BWA,2021-06-25,157288,
Botswana,BWA,2021-06-28,158863,
Botswana,BWA,2021-07-02,160196,
Botswana,BWA,2021-07-05,161426,
Botswana,BWA,2021-07-09,165652,
Botswana,BWA,2021-07-10,173512,
Botswana,BWA,2021-07-16,194676,
Botswana,BWA,2021-07-19,200054,
Botswana,BWA,2021-07-23,209890,
Botswana,BWA,2021-07-26,227982,
Botswana,BWA,2021-07-30,237775,
Botswana,BWA,2021-08-02,241888,
Botswana,BWA,2021-08-06,243894,
Botswana,BWA,2021-08-10,245061,
Botswana,BWA,2021-08-13,246501,
Botswana,BWA,2021-08-25,252722,
Brazil,BRA,2021-01-16,0,
Brazil,BRA,2021-01-17,112,
Brazil,BRA,2021-01-18,1109,
Brazil,BRA,2021-01-19,11470,
Brazil,BRA,2021-01-20,28543,
Brazil,BRA,2021-01-21,136519,
Brazil,BRA,2021-01-22,245877,
Brazil,BRA,2021-01-23,537774,
Brazil,BRA,2021-01-24,604722,
Brazil,BRA,2021-01-25,700608,
Brazil,BRA,2021-01-26,848883,
Brazil,BRA,2021-01-27,1129885,
Brazil,BRA,2021-01-28,1450900,
Brazil,BRA,2021-01-29,1656851,
Brazil,BRA,2021-01-30,1923813,
Brazil,BRA,2021-01-31,2046523,
Brazil,BRA,2021-02-01,2107624,
Brazil,BRA,2021-02-02,2292551,
Brazil,BRA,2021-02-03,2521704,
Brazil,BRA,2021-02-04,3073057,
Brazil,BRA,2021-02-05,3074906,
Brazil,BRA,2021-02-06,3399421,
Brazil,BRA,2021-02-07,3534004,
Brazil,BRA,2021-02-08,3579850,
Brazil,BRA,2021-02-09,3786591,
Brazil,BRA,2021-02-10,4069677,
Brazil,BRA,2021-02-11,4326075,
Brazil,BRA,2021-02-12,4586270,
Brazil,BRA,2021-02-13,4946738,
Brazil,BRA,2021-02-14,5042713,
Brazil,BRA,2021-02-15,5076110,
Brazil,BRA,2021-02-16,5324317,
Brazil,BRA,2021-02-17,5326007,
Brazil,BRA,2021-02-18,5482925,
Brazil,BRA,2021-02-19,5640483,
Brazil,BRA,2021-02-20,5756361,
Brazil,BRA,2021-02-21,5817908,
Brazil,BRA,2021-02-22,5857080,
Brazil,BRA,2021-02-23,6002873,
Brazil,BRA,2021-02-24,6116082,
Brazil,BRA,2021-02-25,6202055,
Brazil,BRA,2021-02-26,6346769,
Brazil,BRA,2021-02-27,6437836,
Brazil,BRA,2021-02-28,6518628,
Brazil,BRA,2021-03-01,6542206,
Brazil,BRA,2021-03-02,6806293,
Brazil,BRA,2021-03-03,7114219,
Brazil,BRA,2021-03-04,7417852,
Brazil,BRA,2021-03-05,7701146,
Brazil,BRA,2021-03-10,7851531,
Brazil,BRA,2021-03-11,8092244,
Brazil,BRA,2021-03-12,8360366,
Brazil,BRA,2021-03-13,8512960,
Brazil,BRA,2021-03-14,8561847,
Brazil,BRA,2021-03-15,8919356,
Brazil,BRA,2021-03-17,9451188,
Brazil,BRA,2021-03-18,9709526,
Brazil,BRA,2021-03-19,9970231,
Brazil,BRA,2021-03-20,10099070,
Brazil,BRA,2021-03-21,10168973,
Brazil,BRA,2021-03-22,10609471,
Brazil,BRA,2021-03-23,11559487,
Brazil,BRA,2021-03-24,12148769,
Brazil,BRA,2021-03-25,12639545,
Brazil,BRA,2021-03-26,13053114,
Brazil,BRA,2021-03-27,13487207,
Brazil,BRA,2021-03-28,13659406,
Brazil,BRA,2021-03-29,13988029,
Brazil,BRA,2021-03-30,14112509,
Brazil,BRA,2021-03-31,14921376,
Brazil,BRA,2021-04-02,16099532,
Brazil,BRA,2021-04-03,16377083,
Brazil,BRA,2021-04-04,16472281,
Brazil,BRA,2021-04-05,17128933,
Brazil,BRA,2021-04-06,17791338,
Brazil,BRA,2021-04-07,18859274,
Brazil,BRA,2021-04-08,19386057,
Brazil,BRA,2021-04-09,19886870,
Brazil,BRA,2021-04-10,20513828,
Brazil,BRA,2021-04-11,20654434,
Brazil,BRA,2021-04-12,21080623,
Brazil,BRA,2021-04-13,23602070,
Brazil,BRA,2021-04-14,24197321,
Brazil,BRA,2021-04-18,24350046,
Brazil,BRA,2021-04-19,24776701,
Brazil,BRA,2021-04-20,24805515,
Brazil,BRA,2021-04-21,24918188,
Brazil,BRA,2021-04-22,25340967,
Brazil,BRA,2021-04-23,26398005,
Brazil,BRA,2021-04-24,26687711,
Brazil,BRA,2021-04-25,26873143,
Brazil,BRA,2021-04-26,27345796,
Brazil,BRA,2021-04-27,27920546,
Brazil,BRA,2021-04-28,28312000,
Brazil,BRA,2021-04-29,28778338,
Brazil,BRA,2021-04-30,29149512,
Brazil,BRA,2021-05-01,29336953,
Brazil,BRA,2021-05-02,29421191,
Brazil,BRA,2021-05-03,29865013,
Brazil,BRA,2021-05-04,30658945,
Brazil,BRA,2021-05-05,31265483,
Brazil,BRA,2021-05-06,31504414,
Brazil,BRA,2021-05-07,31722544,
Brazil,BRA,2021-05-10,32101075,
Brazil,BRA,2021-05-11,32647725,
Brazil,BRA,2021-05-12,33332789,
Brazil,BRA,2021-05-13,34092728,
Brazil,BRA,2021-05-14,35383566,
Brazil,BRA,2021-05-15,35731848,
Brazil,BRA,2021-05-16,35801333,
Brazil,BRA,2021-05-17,36355939,
Brazil,BRA,2021-05-18,36844286,
Brazil,BRA,2021-05-19,37376193,
Brazil,BRA,2021-05-20,37937840,
Brazil,BRA,2021-05-25,42702699,
Brazil,BRA,2021-05-26,43239648,
Brazil,BRA,2021-05-27,43727936,
Brazil,BRA,2021-05-28,44564785,
Brazil,BRA,2021-05-29,44956732,
Brazil,BRA,2021-05-30,45079934,
Brazil,BRA,2021-05-31,45376214,
Brazil,BRA,2021-06-01,45940210,
Brazil,BRA,2021-06-02,46498375,
Brazil,BRA,2021-06-03,47636424,
Brazil,BRA,2021-06-04,48007886,
Brazil,BRA,2021-06-05,48576572,
Brazil,BRA,2021-06-06,48802098,
Brazil,BRA,2021-06-09,51465240,
Brazil,BRA,2021-06-10,52429219,
Brazil,BRA,2021-06-11,53224020,
Brazil,BRA,2021-06-13,54489914,
Brazil,BRA,2021-06-14,55226467,
Brazil,BRA,2021-06-15,56479200,
Brazil,BRA,2021-06-16,57676179,
Brazil,BRA,2021-06-17,60066656,
Brazil,BRA,2021-06-18,61270446,
Brazil,BRA,2021-06-19,62276105,
Brazil,BRA,2021-06-20,62741992,
Brazil,BRA,2021-06-21,64034871,
Brazil,BRA,2021-06-23,67005097,
Brazil,BRA,2021-06-24,68185022,
Brazil,BRA,2021-06-27,71206835,
Brazil,BRA,2021-06-28,71291563,
Brazil,BRA,2021-06-29,72722360,
Brazil,BRA,2021-07-01,75783345,
Brazil,BRA,2021-07-04,77653882,
Brazil,BRA,2021-07-05,78950076,
Brazil,BRA,2021-07-06,79467536,
Brazil,BRA,2021-07-07,81134483,
Brazil,BRA,2021-07-08,83713097,
Brazil,BRA,2021-07-09,85201397,
Brazil,BRA,2021-07-11,86797811,
Brazil,BRA,2021-07-12,87883245,
Brazil,BRA,2021-07-13,88805948,
Brazil,BRA,2021-07-14,90161336,
Brazil,BRA,2021-07-15,91336865,
Brazil,BRA,2021-07-16,92180046,
Brazil,BRA,2021-07-17,93842534,
Brazil,BRA,2021-07-18,94082186,
Brazil,BRA,2021-07-19,94429515,
Brazil,BRA,2021-07-20,95589624,
Brazil,BRA,2021-07-21,96240322,
Brazil,BRA,2021-07-22,97420756,
Brazil,BRA,2021-07-23,98268594,
Brazil,BRA,2021-07-24,98514854,
Brazil,BRA,2021-07-25,98616846,
Brazil,BRA,2021-07-26,100371110,
Brazil,BRA,2021-07-27,101534282,
Brazil,BRA,2021-07-28,102294772,
Brazil,BRA,2021-07-29,103500926,
Brazil,BRA,2021-07-30,103597287,
Brazil,BRA,2021-07-31,105057816,
Brazil,BRA,2021-08-02,105105405,
Brazil,BRA,2021-08-03,106917279,
Brazil,BRA,2021-08-04,107980946,
Brazil,BRA,2021-08-07,108567088,
Brazil,BRA,2021-08-08,111583449,
Brazil,BRA,2021-08-10,113049759,
Brazil,BRA,2021-08-11,114496161,
Brazil,BRA,2021-08-14,116123404,
Brazil,BRA,2021-08-15,119793423,
Brazil,BRA,2021-08-16,121838235,
Brazil,BRA,2021-08-17,122541955,
Brazil,BRA,2021-08-18,123678883,
Brazil,BRA,2021-08-19,124755667,
Brazil,BRA,2021-08-22,126453502,
Brazil,BRA,2021-08-23,127635209,
Brazil,BRA,2021-08-24,128359705,
Brazil,BRA,2021-08-25,129675516,
Brazil,BRA,2021-08-26,132202507,
Brazil,BRA,2021-08-27,132897426,
Brazil,BRA,2021-08-29,133647690,
Brazil,BRA,2021-08-30,134521410,
British Virgin Islands,VGB,2021-05-21,11255,
British Virgin Islands,VGB,2021-05-28,11553,
British Virgin Islands,VGB,2021-06-11,12245,
British Virgin Islands,VGB,2021-06-18,12405,
British Virgin Islands,VGB,2021-06-25,12562,
British Virgin Islands,VGB,2021-07-02,12993,
British Virgin Islands,VGB,2021-07-09,13439,
British Virgin Islands,VGB,2021-07-16,13999,
British Virgin Islands,VGB,2021-07-23,15620,
British Virgin Islands,VGB,2021-07-30,16445,
British Virgin Islands,VGB,2021-08-06,16590,
British Virgin Islands,VGB,2021-08-13,16739,
British Virgin Islands,VGB,2021-08-20,16826,
British Virgin Islands,VGB,2021-08-27,17095,
Brunei,BRN,2021-04-02,0,
Brunei,BRN,2021-04-03,754,
Brunei,BRN,2021-04-04,822,
Brunei,BRN,2021-04-05,1214,
Brunei,BRN,2021-04-06,2560,
Brunei,BRN,2021-04-07,3194,
Brunei,BRN,2021-04-08,4026,
Brunei,BRN,2021-04-09,4341,
Brunei,BRN,2021-04-10,5028,
Brunei,BRN,2021-04-11,5145,
Brunei,BRN,2021-04-12,6090,
Brunei,BRN,2021-04-13,6638,
Brunei,BRN,2021-04-14,6701,
Brunei,BRN,2021-04-15,7503,
Brunei,BRN,2021-04-16,7725,
Brunei,BRN,2021-04-17,8454,
Brunei,BRN,2021-04-19,9099,
Brunei,BRN,2021-04-20,9861,
Brunei,BRN,2021-04-21,10715,
Brunei,BRN,2021-04-22,11506,
Brunei,BRN,2021-04-24,12324,
Brunei,BRN,2021-04-26,12842,
Brunei,BRN,2021-04-27,13363,
Brunei,BRN,2021-04-28,13898,
Brunei,BRN,2021-04-29,14526,
Brunei,BRN,2021-05-03,15043,
Brunei,BRN,2021-05-04,15441,
Brunei,BRN,2021-05-05,15989,
Brunei,BRN,2021-05-06,16764,
Brunei,BRN,2021-05-08,17811,
Brunei,BRN,2021-05-09,17811,
Brunei,BRN,2021-05-10,19108,
Brunei,BRN,2021-05-11,20218,
Brunei,BRN,2021-05-18,22252,
Brunei,BRN,2021-05-21,25032,
Brunei,BRN,2021-05-22,27233,
Brunei,BRN,2021-05-23,27233,
Brunei,BRN,2021-05-24,29633,
Brunei,BRN,2021-05-25,32247,
Brunei,BRN,2021-05-26,35308,
Brunei,BRN,2021-05-27,38422,
Brunei,BRN,2021-05-28,38458,
Brunei,BRN,2021-05-29,41655,
Brunei,BRN,2021-06-02,43779,
Brunei,BRN,2021-06-07,47040,
Brunei,BRN,2021-06-09,48719,
Brunei,BRN,2021-06-10,49763,
Brunei,BRN,2021-06-11,49825,
Brunei,BRN,2021-06-13,50846,
Brunei,BRN,2021-06-14,51908,
Brunei,BRN,2021-06-17,54164,
Brunei,BRN,2021-06-18,54222,
Brunei,BRN,2021-06-19,55005,
Brunei,BRN,2021-06-21,57353,
Brunei,BRN,2021-06-26,63432,
Brunei,BRN,2021-06-28,66091,
Brunei,BRN,2021-06-29,67828,
Brunei,BRN,2021-06-30,69737,
Brunei,BRN,2021-07-01,72300,
Brunei,BRN,2021-07-02,72680,
Brunei,BRN,2021-07-03,75584,
Brunei,BRN,2021-07-04,76733,
Brunei,BRN,2021-07-05,80057,
Brunei,BRN,2021-07-06,83545,
Brunei,BRN,2021-07-07,87033,
Brunei,BRN,2021-07-08,90500,
Brunei,BRN,2021-07-09,91140,
Brunei,BRN,2021-07-13,102586,
Brunei,BRN,2021-07-16,106556,
Brunei,BRN,2021-07-19,113703,
Brunei,BRN,2021-07-21,116753,
Brunei,BRN,2021-07-23,119721,
Brunei,BRN,2021-07-24,122229,
Brunei,BRN,2021-07-25,123390,
Brunei,BRN,2021-07-26,126050,
Brunei,BRN,2021-07-28,130469,
Brunei,BRN,2021-07-29,132446,
Brunei,BRN,2021-07-30,132793,
Brunei,BRN,2021-07-31,134829,
Brunei,BRN,2021-08-02,137345,
Brunei,BRN,2021-08-03,139555,
Brunei,BRN,2021-08-04,141754,
Brunei,BRN,2021-08-07,147685,
Brunei,BRN,2021-08-08,148510,
Brunei,BRN,2021-08-10,152474,
Brunei,BRN,2021-08-11,155001,
Brunei,BRN,2021-08-14,162199,
Brunei,BRN,2021-08-17,171283,
Brunei,BRN,2021-08-20,180812,
Brunei,BRN,2021-08-23,193511,
Brunei,BRN,2021-08-25,205051,
Brunei,BRN,2021-08-27,211108,
Brunei,BRN,2021-08-29,219145,
Bulgaria,BGR,2020-12-29,1719,
Bulgaria,BGR,2020-12-30,4608,
Bulgaria,BGR,2021-01-01,4739,
Bulgaria,BGR,2021-01-05,5448,
Bulgaria,BGR,2021-01-06,7913,
Bulgaria,BGR,2021-01-07,11117,
Bulgaria,BGR,2021-01-08,13355,
Bulgaria,BGR,2021-01-09,13473,
Bulgaria,BGR,2021-01-11,14161,
Bulgaria,BGR,2021-01-12,15780,
Bulgaria,BGR,2021-01-13,17038,
Bulgaria,BGR,2021-01-14,17686,
Bulgaria,BGR,2021-01-15,18126,
Bulgaria,BGR,2021-01-16,18332,
Bulgaria,BGR,2021-01-17,18453,
Bulgaria,BGR,2021-01-18,18524,
Bulgaria,BGR,2021-01-19,19058,
Bulgaria,BGR,2021-01-20,19834,
Bulgaria,BGR,2021-01-21,20719,
Bulgaria,BGR,2021-01-22,21496,
Bulgaria,BGR,2021-01-23,21509,
Bulgaria,BGR,2021-01-24,21533,
Bulgaria,BGR,2021-01-25,22129,
Bulgaria,BGR,2021-01-26,23667,
Bulgaria,BGR,2021-01-27,25245,
Bulgaria,BGR,2021-01-28,26753,
Bulgaria,BGR,2021-01-29,27856,
Bulgaria,BGR,2021-01-30,27957,
Bulgaria,BGR,2021-01-31,28041,
Bulgaria,BGR,2021-02-01,28978,
Bulgaria,BGR,2021-02-02,30817,
Bulgaria,BGR,2021-02-03,33691,
Bulgaria,BGR,2021-02-04,36929,
Bulgaria,BGR,2021-02-05,39468,
Bulgaria,BGR,2021-02-06,39624,
Bulgaria,BGR,2021-02-07,39646,
Bulgaria,BGR,2021-02-08,41407,
Bulgaria,BGR,2021-02-09,44482,
Bulgaria,BGR,2021-02-10,47551,
Bulgaria,BGR,2021-02-11,51435,
Bulgaria,BGR,2021-02-12,54123,
Bulgaria,BGR,2021-02-13,54646,
Bulgaria,BGR,2021-02-14,54690,
Bulgaria,BGR,2021-02-15,56113,
Bulgaria,BGR,2021-02-16,58562,
Bulgaria,BGR,2021-02-17,61813,
Bulgaria,BGR,2021-02-18,65073,
Bulgaria,BGR,2021-02-19,77518,
Bulgaria,BGR,2021-02-20,81433,
Bulgaria,BGR,2021-02-21,92381,
Bulgaria,BGR,2021-02-22,103111,
Bulgaria,BGR,2021-02-23,118549,
Bulgaria,BGR,2021-02-24,136454,
Bulgaria,BGR,2021-02-25,153793,
Bulgaria,BGR,2021-02-26,167258,
Bulgaria,BGR,2021-02-27,172393,
Bulgaria,BGR,2021-02-28,175066,
Bulgaria,BGR,2021-03-01,184764,
Bulgaria,BGR,2021-03-02,202247,
Bulgaria,BGR,2021-03-03,206296,
Bulgaria,BGR,2021-03-04,221832,
Bulgaria,BGR,2021-03-05,234526,
Bulgaria,BGR,2021-03-06,237067,
Bulgaria,BGR,2021-03-07,238575,
Bulgaria,BGR,2021-03-08,243479,
Bulgaria,BGR,2021-03-09,250507,
Bulgaria,BGR,2021-03-10,256410,
Bulgaria,BGR,2021-03-11,270587,
Bulgaria,BGR,2021-03-12,279324,
Bulgaria,BGR,2021-03-13,280137,
Bulgaria,BGR,2021-03-14,280462,
Bulgaria,BGR,2021-03-15,281713,
Bulgaria,BGR,2021-03-16,284266,
Bulgaria,BGR,2021-03-17,286950,
Bulgaria,BGR,2021-03-18,289311,
Bulgaria,BGR,2021-03-19,293176,
Bulgaria,BGR,2021-03-20,295794,
Bulgaria,BGR,2021-03-21,297681,
Bulgaria,BGR,2021-03-22,302517,
Bulgaria,BGR,2021-03-23,310415,
Bulgaria,BGR,2021-03-24,321332,
Bulgaria,BGR,2021-03-25,332467,
Bulgaria,BGR,2021-03-26,343120,
Bulgaria,BGR,2021-03-27,346392,
Bulgaria,BGR,2021-03-28,348327,
Bulgaria,BGR,2021-03-29,355220,
Bulgaria,BGR,2021-03-30,365650,
Bulgaria,BGR,2021-03-31,377440,
Bulgaria,BGR,2021-04-01,388595,
Bulgaria,BGR,2021-04-02,398203,
Bulgaria,BGR,2021-04-03,401514,
Bulgaria,BGR,2021-04-04,402693,
Bulgaria,BGR,2021-04-05,407622,
Bulgaria,BGR,2021-04-06,414790,
Bulgaria,BGR,2021-04-07,425706,
Bulgaria,BGR,2021-04-08,442439,
Bulgaria,BGR,2021-04-09,454711,
Bulgaria,BGR,2021-04-10,458084,
Bulgaria,BGR,2021-04-11,459409,
Bulgaria,BGR,2021-04-12,465348,
Bulgaria,BGR,2021-04-13,474072,
Bulgaria,BGR,2021-04-14,485498,
Bulgaria,BGR,2021-04-15,496994,
Bulgaria,BGR,2021-04-16,507245,
Bulgaria,BGR,2021-04-17,509196,
Bulgaria,BGR,2021-04-18,509905,
Bulgaria,BGR,2021-04-19,514417,
Bulgaria,BGR,2021-04-20,521956,
Bulgaria,BGR,2021-04-21,533316,
Bulgaria,BGR,2021-04-22,546700,
Bulgaria,BGR,2021-04-23,556719,
Bulgaria,BGR,2021-04-24,558405,
Bulgaria,BGR,2021-04-25,559274,
Bulgaria,BGR,2021-04-26,564282,
Bulgaria,BGR,2021-04-27,572924,
Bulgaria,BGR,2021-04-28,585719,
Bulgaria,BGR,2021-04-29,595509,
Bulgaria,BGR,2021-04-30,602109,
Bulgaria,BGR,2021-05-01,606144,
Bulgaria,BGR,2021-05-02,608428,
Bulgaria,BGR,2021-05-03,613677,
Bulgaria,BGR,2021-05-04,619256,
Bulgaria,BGR,2021-05-05,625922,
Bulgaria,BGR,2021-05-06,629749,
Bulgaria,BGR,2021-05-07,638468,
Bulgaria,BGR,2021-05-08,642807,
Bulgaria,BGR,2021-05-09,646068,
Bulgaria,BGR,2021-05-10,651694,
Bulgaria,BGR,2021-05-11,661204,
Bulgaria,BGR,2021-05-12,673441,
Bulgaria,BGR,2021-05-13,685543,
Bulgaria,BGR,2021-05-14,697366,
Bulgaria,BGR,2021-05-15,700203,
Bulgaria,BGR,2021-05-16,702012,
Bulgaria,BGR,2021-05-17,709006,
Bulgaria,BGR,2021-05-18,720124,
Bulgaria,BGR,2021-05-19,733149,
Bulgaria,BGR,2021-05-20,746125,
Bulgaria,BGR,2021-05-21,756201,
Bulgaria,BGR,2021-05-22,758350,
Bulgaria,BGR,2021-05-23,759630,
Bulgaria,BGR,2021-05-24,760923,
Bulgaria,BGR,2021-05-25,766754,
Bulgaria,BGR,2021-05-26,777089,
Bulgaria,BGR,2021-05-27,787995,
Bulgaria,BGR,2021-05-28,796827,
Bulgaria,BGR,2021-05-29,799293,
Bulgaria,BGR,2021-05-30,801064,
Bulgaria,BGR,2021-05-31,805538,
Bulgaria,BGR,2021-06-01,812072,
Bulgaria,BGR,2021-06-02,819332,
Bulgaria,BGR,2021-06-03,827703,
Bulgaria,BGR,2021-06-04,834815,
Bulgaria,BGR,2021-06-05,837157,
Bulgaria,BGR,2021-06-06,840111,
Bulgaria,BGR,2021-06-07,844483,
Bulgaria,BGR,2021-06-08,851993,
Bulgaria,BGR,2021-06-09,860007,
Bulgaria,BGR,2021-06-10,867873,
Bulgaria,BGR,2021-06-11,874457,
Bulgaria,BGR,2021-06-12,876614,
Bulgaria,BGR,2021-06-13,878290,
Bulgaria,BGR,2021-06-14,882269,
Bulgaria,BGR,2021-06-15,888892,
Bulgaria,BGR,2021-06-16,895526,
Bulgaria,BGR,2021-06-17,902058,
Bulgaria,BGR,2021-06-18,907614,
Bulgaria,BGR,2021-06-19,909571,
Bulgaria,BGR,2021-06-20,911349,
Bulgaria,BGR,2021-06-21,915302,
Bulgaria,BGR,2021-06-22,921437,
Bulgaria,BGR,2021-06-23,927575,
Bulgaria,BGR,2021-06-24,933338,
Bulgaria,BGR,2021-06-25,938397,
Bulgaria,BGR,2021-06-26,939901,
Bulgaria,BGR,2021-06-27,941280,
Bulgaria,BGR,2021-06-28,944704,
Bulgaria,BGR,2021-06-29,950212,
Bulgaria,BGR,2021-06-30,955804,
Bulgaria,BGR,2021-07-01,961406,
Bulgaria,BGR,2021-07-02,966942,
Bulgaria,BGR,2021-07-03,968924,
Bulgaria,BGR,2021-07-04,970086,
Bulgaria,BGR,2021-07-05,974405,
Bulgaria,BGR,2021-07-06,980315,
Bulgaria,BGR,2021-07-07,987250,
Bulgaria,BGR,2021-07-08,993887,
Bulgaria,BGR,2021-07-09,1000367,
Bulgaria,BGR,2021-07-10,1002491,
Bulgaria,BGR,2021-07-11,1003791,
Bulgaria,BGR,2021-07-12,1008573,
Bulgaria,BGR,2021-07-27,1011640,
Bulgaria,BGR,2021-07-28,1017204,
Bulgaria,BGR,2021-07-29,1022453,
Bulgaria,BGR,2021-07-30,1026855,
Bulgaria,BGR,2021-07-31,1028258,
Bulgaria,BGR,2021-08-01,1029158,
Bulgaria,BGR,2021-08-02,1032438,
Bulgaria,BGR,2021-08-03,1037737,
Bulgaria,BGR,2021-08-04,1043316,
Bulgaria,BGR,2021-08-05,1048780,
Bulgaria,BGR,2021-08-06,1053837,
Bulgaria,BGR,2021-08-07,1055433,
Bulgaria,BGR,2021-08-08,1056484,
Bulgaria,BGR,2021-08-09,1060139,
Bulgaria,BGR,2021-08-10,1065354,
Bulgaria,BGR,2021-08-11,1070631,
Bulgaria,BGR,2021-08-12,1075464,
Bulgaria,BGR,2021-08-13,1079476,
Bulgaria,BGR,2021-08-14,1080799,
Bulgaria,BGR,2021-08-15,1081636,
Bulgaria,BGR,2021-08-16,1084693,
Bulgaria,BGR,2021-08-17,1089066,
Burkina Faso,BFA,2021-06-02,200,
Burkina Faso,BFA,2021-06-10,7881,
Burkina Faso,BFA,2021-06-14,17775,
Burkina Faso,BFA,2021-06-28,25833,
Burkina Faso,BFA,2021-08-09,38405,
Burkina Faso,BFA,2021-08-23,77659,
Cambodia,KHM,2021-02-09,0,
Cambodia,KHM,2021-02-10,339,
Cambodia,KHM,2021-02-12,1492,
Cambodia,KHM,2021-02-15,7091,
Cambodia,KHM,2021-02-16,11016,
Cambodia,KHM,2021-02-17,12167,
Cambodia,KHM,2021-02-18,16612,
Cambodia,KHM,2021-02-19,21660,
Cambodia,KHM,2021-02-21,28134,
Cambodia,KHM,2021-02-22,37379,
Cambodia,KHM,2021-02-23,44505,
Cambodia,KHM,2021-02-24,54286,
Cambodia,KHM,2021-02-25,59928,
Cambodia,KHM,2021-02-26,63217,
Cambodia,KHM,2021-02-28,68299,
Cambodia,KHM,2021-03-01,84736,
Cambodia,KHM,2021-03-02,108409,
Cambodia,KHM,2021-03-03,125668,
Cambodia,KHM,2021-03-04,140096,
Cambodia,KHM,2021-03-05,153718,
Cambodia,KHM,2021-03-06,162927,
Cambodia,KHM,2021-03-07,167487,
Cambodia,KHM,2021-03-08,175675,
Cambodia,KHM,2021-03-09,188026,
Cambodia,KHM,2021-03-10,214209,
Cambodia,KHM,2021-03-11,237379,
Cambodia,KHM,2021-03-12,255641,
Cambodia,KHM,2021-03-13,270466,
Cambodia,KHM,2021-03-14,279307,
Cambodia,KHM,2021-03-15,286020,
Cambodia,KHM,2021-03-16,297585,
Cambodia,KHM,2021-03-17,308459,
Cambodia,KHM,2021-03-19,317247,
Cambodia,KHM,2021-03-20,322021,
Cambodia,KHM,2021-03-21,323689,
Cambodia,KHM,2021-03-22,328401,
Cambodia,KHM,2021-03-23,334311,
Cambodia,KHM,2021-03-24,341912,
Cambodia,KHM,2021-03-25,354087,
Cambodia,KHM,2021-03-26,366169,
Cambodia,KHM,2021-03-27,376147,
Cambodia,KHM,2021-03-28,383462,
Cambodia,KHM,2021-03-29,391456,
