Entity,Code,Day,total_vaccinations
Afghanistan,AFG,2021-02-22,0
Afghanistan,AFG,2021-02-28,8200
Afghanistan,AFG,2021-03-16,54000
Afghanistan,AFG,2021-04-07,120000
Afghanistan,AFG,2021-04-22,240000
Afghanistan,AFG,2021-05-11,504502
Afghanistan,AFG,2021-05-20,547901
Afghanistan,AFG,2021-05-24,573277
Afghanistan,AFG,2021-05-26,590454
Afghanistan,AFG,2021-05-27,593313
Afghanistan,AFG,2021-05-30,600152
Afghanistan,AFG,2021-06-02,626290
Afghanistan,AFG,2021-06-03,630305
Afghanistan,AFG,2021-06-08,641295
Afghanistan,AFG,2021-06-14,662003
Afghanistan,AFG,2021-06-22,765890
Afghanistan,AFG,2021-06-27,835694
Afghanistan,AFG,2021-06-30,886854
Afghanistan,AFG,2021-07-05,915671
Afghanistan,AFG,2021-07-07,934463
Afghanistan,AFG,2021-07-11,962093
Afghanistan,AFG,2021-07-14,1024168
Afghanistan,AFG,2021-07-18,1094257
Afghanistan,AFG,2021-07-24,1171064
Afghanistan,AFG,2021-08-20,1201286
Afghanistan,AFG,2021-08-31,1979652
Africa,,2021-01-09,0
Africa,,2021-01-13,2000
Africa,,2021-01-15,4000
Africa,,2021-01-16,7000
Africa,,2021-01-19,10976
Africa,,2021-01-20,13163
Africa,,2021-01-22,16890
Africa,,2021-01-23,18353
Africa,,2021-01-24,18353
Africa,,2021-01-25,19889
Africa,,2021-01-26,22712
Africa,,2021-01-27,25587
Africa,,2021-01-28,28779
Africa,,2021-01-29,30861
Africa,,2021-01-30,122206
Africa,,2021-01-31,158206
Africa,,2021-02-01,236712
Africa,,2021-02-02,295127
Africa,,2021-02-03,347149
Africa,,2021-02-04,390474
Africa,,2021-02-05,446986
Africa,,2021-02-06,504800
Africa,,2021-02-08,593502
Africa,,2021-02-09,661263
Africa,,2021-02-10,795836
Africa,,2021-02-11,908796
Africa,,2021-02-12,1165581
Africa,,2021-02-13,1446178
Africa,,2021-02-15,1766999
Africa,,2021-02-16,1965819
Africa,,2021-02-17,2147659
Africa,,2021-02-18,2304003
Africa,,2021-02-19,2514038
Africa,,2021-02-20,2616970
Africa,,2021-02-21,2623735
Africa,,2021-02-22,2745898
Africa,,2021-02-23,2854362
Africa,,2021-02-24,3151789
Africa,,2021-02-25,3435126
Africa,,2021-02-26,3677781
Africa,,2021-02-27,3866524
Africa,,2021-02-28,3874251
Africa,,2021-03-01,4092105
Africa,,2021-03-02,4253030
Africa,,2021-03-03,4424425
Africa,,2021-03-04,4570416
Africa,,2021-03-05,4808377
Africa,,2021-03-06,5013434
Africa,,2021-03-07,5054444
Africa,,2021-03-08,5402720
Africa,,2021-03-09,5543143
Africa,,2021-03-10,5883345
Africa,,2021-03-11,6071753
Africa,,2021-03-12,6381772
Africa,,2021-03-13,6785420
Africa,,2021-03-14,6801943
Africa,,2021-03-15,7194978
Africa,,2021-03-16,7430457
Africa,,2021-03-17,7632156
Africa,,2021-03-18,7819596
Africa,,2021-03-19,8102429
Africa,,2021-03-20,8194788
Africa,,2021-03-21,8216336
Africa,,2021-03-22,8338577
Africa,,2021-03-23,8484800
Africa,,2021-03-24,9420911
Africa,,2021-03-25,9709302
Africa,,2021-03-26,9977830
Africa,,2021-03-27,10303667
Africa,,2021-03-28,10562516
Africa,,2021-03-29,10775431
Africa,,2021-03-30,10972216
Africa,,2021-03-31,11476248
Africa,,2021-04-01,11729825
Africa,,2021-04-02,11883589
Africa,,2021-04-03,12018828
Africa,,2021-04-04,12082780
Africa,,2021-04-05,12236282
Africa,,2021-04-06,12575036
Africa,,2021-04-07,12960258
Africa,,2021-04-08,13685750
Africa,,2021-04-09,13840825
Africa,,2021-04-10,14000751
Africa,,2021-04-11,14150137
Africa,,2021-04-12,14259556
Africa,,2021-04-13,14372773
Africa,,2021-04-14,14720408
Africa,,2021-04-15,14863081
Africa,,2021-04-16,15071502
Africa,,2021-04-17,15369995
Africa,,2021-04-18,15940217
Africa,,2021-04-19,16153571
Africa,,2021-04-20,16319878
Africa,,2021-04-21,16544360
Africa,,2021-04-22,16629919
Africa,,2021-04-23,16816072
Africa,,2021-04-24,16889560
Africa,,2021-04-25,16968624
Africa,,2021-04-26,17067708
Africa,,2021-04-27,17236944
Africa,,2021-04-28,18296567
Africa,,2021-04-29,18412478
Africa,,2021-04-30,18553633
Africa,,2021-05-01,18680562
Africa,,2021-05-02,18737253
Africa,,2021-05-03,18912400
Africa,,2021-05-04,19208526
Africa,,2021-05-05,19465156
Africa,,2021-05-06,19624727
Africa,,2021-05-07,20217766
Africa,,2021-05-08,20470293
Africa,,2021-05-09,21199764
Africa,,2021-05-10,21661168
Africa,,2021-05-11,22093409
Africa,,2021-05-12,23173673
Africa,,2021-05-13,23349102
Africa,,2021-05-14,23545212
Africa,,2021-05-15,23859298
Africa,,2021-05-16,23952426
Africa,,2021-05-17,24419391
Africa,,2021-05-18,25194293
Africa,,2021-05-19,25785942
Africa,,2021-05-20,26225226
Africa,,2021-05-21,27003443
Africa,,2021-05-22,27828521
Africa,,2021-05-23,28053599
Africa,,2021-05-24,28573801
Africa,,2021-05-25,29272846
Africa,,2021-05-26,29659348
Africa,,2021-05-27,29882000
Africa,,2021-05-28,30063329
Africa,,2021-05-29,30663011
Africa,,2021-05-30,30985815
Africa,,2021-05-31,33013477
Africa,,2021-06-01,33811824
Africa,,2021-06-02,34313737
Africa,,2021-06-03,34777443
Africa,,2021-06-04,35024406
Africa,,2021-06-05,35258269
Africa,,2021-06-06,35499875
Africa,,2021-06-07,36082955
Africa,,2021-06-08,37188892
Africa,,2021-06-09,38220307
Africa,,2021-06-10,38836032
Africa,,2021-06-11,39209078
Africa,,2021-06-12,39520074
Africa,,2021-06-13,39608060
Africa,,2021-06-14,40472051
Africa,,2021-06-15,41466546
Africa,,2021-06-16,41795578
Africa,,2021-06-17,42179059
Africa,,2021-06-18,42520531
Africa,,2021-06-19,42651690
Africa,,2021-06-20,43315836
Africa,,2021-06-21,44038203
Africa,,2021-06-22,44160883
Africa,,2021-06-23,44801997
Africa,,2021-06-24,46139681
Africa,,2021-06-25,46505062
Africa,,2021-06-26,46700046
Africa,,2021-06-27,46983983
Africa,,2021-06-28,47874526
Africa,,2021-06-29,48142113
Africa,,2021-06-30,48664662
Africa,,2021-07-01,49084712
Africa,,2021-07-02,49245678
Africa,,2021-07-03,49524849
Africa,,2021-07-04,49901604
Africa,,2021-07-05,50949060
Africa,,2021-07-06,51389795
Africa,,2021-07-07,51651711
Africa,,2021-07-08,52267214
Africa,,2021-07-09,52562204
Africa,,2021-07-10,52682109
Africa,,2021-07-11,52780382
Africa,,2021-07-12,54383935
Africa,,2021-07-13,54949068
Africa,,2021-07-14,55250553
Africa,,2021-07-15,56515050
Africa,,2021-07-16,56629037
Africa,,2021-07-17,56811495
Africa,,2021-07-18,57078155
Africa,,2021-07-19,58384178
Africa,,2021-07-20,58739535
Africa,,2021-07-21,58826405
Africa,,2021-07-22,59890150
Africa,,2021-07-23,60260918
Africa,,2021-07-24,60508020
Africa,,2021-07-25,61197721
Africa,,2021-07-26,62065425
Africa,,2021-07-27,62991777
Africa,,2021-07-28,63742439
Africa,,2021-07-29,64829895
Africa,,2021-07-30,65272432
Africa,,2021-07-31,65439582
Africa,,2021-08-01,66019326
Africa,,2021-08-02,66855115
Africa,,2021-08-03,69038133
Africa,,2021-08-04,69469528
Africa,,2021-08-05,70464984
Africa,,2021-08-06,70859501
Africa,,2021-08-07,71252152
Africa,,2021-08-08,71962954
Africa,,2021-08-09,73805485
Africa,,2021-08-10,74647164
Africa,,2021-08-11,75212943
Africa,,2021-08-12,76774764
Africa,,2021-08-13,77732624
Africa,,2021-08-14,77989911
Africa,,2021-08-15,78318224
Africa,,2021-08-16,80973083
Africa,,2021-08-17,81782079
Africa,,2021-08-18,83167652
Africa,,2021-08-19,84910131
Africa,,2021-08-20,90293488
Africa,,2021-08-21,90692857
Africa,,2021-08-22,91054853
Africa,,2021-08-23,92043924
Africa,,2021-08-24,93141540
Africa,,2021-08-25,96174864
Africa,,2021-08-26,96338703
Africa,,2021-08-27,99488338
Africa,,2021-08-28,100160567
Africa,,2021-08-29,101540565
Africa,,2021-08-30,102010369
Africa,,2021-08-31,102647578
Albania,ALB,2021-01-10,0
Albania,ALB,2021-01-12,128
Albania,ALB,2021-01-13,188
Albania,ALB,2021-01-14,266
Albania,ALB,2021-01-15,308
Albania,ALB,2021-01-16,369
Albania,ALB,2021-01-17,405
Albania,ALB,2021-01-18,447
Albania,ALB,2021-01-19,483
Albania,ALB,2021-01-20,519
Albania,ALB,2021-01-21,549
Albania,ALB,2021-02-02,550
Albania,ALB,2021-02-09,1127
Albania,ALB,2021-02-17,1701
Albania,ALB,2021-02-18,3049
Albania,ALB,2021-02-19,4177
Albania,ALB,2021-02-22,6728
Albania,ALB,2021-02-25,10135
Albania,ALB,2021-03-01,14295
Albania,ALB,2021-03-03,15793
Albania,ALB,2021-03-10,21613
Albania,ALB,2021-03-12,23635
Albania,ALB,2021-03-17,33369
Albania,ALB,2021-03-22,48229
Albania,ALB,2021-03-23,51690
Albania,ALB,2021-03-24,53992
Albania,ALB,2021-03-25,59348
Albania,ALB,2021-03-26,62248
Albania,ALB,2021-03-27,64075
Albania,ALB,2021-03-28,78000
Albania,ALB,2021-03-30,119321
Albania,ALB,2021-03-31,138846
Albania,ALB,2021-04-01,155463
Albania,ALB,2021-04-02,172486
Albania,ALB,2021-04-03,185496
Albania,ALB,2021-04-04,192882
Albania,ALB,2021-04-05,206708
Albania,ALB,2021-04-06,221588
Albania,ALB,2021-04-07,232379
Albania,ALB,2021-04-08,242542
Albania,ALB,2021-04-09,250676
Albania,ALB,2021-04-10,256810
Albania,ALB,2021-04-12,267531
Albania,ALB,2021-04-13,281216
Albania,ALB,2021-04-15,304488
Albania,ALB,2021-04-16,314622
Albania,ALB,2021-04-17,324840
Albania,ALB,2021-04-18,332905
Albania,ALB,2021-04-19,345934
Albania,ALB,2021-04-20,350000
Albania,ALB,2021-04-21,372075
Albania,ALB,2021-04-22,382998
Albania,ALB,2021-04-23,391351
Albania,ALB,2021-04-24,400064
Albania,ALB,2021-04-26,408619
Albania,ALB,2021-04-27,416855
Albania,ALB,2021-04-28,433628
Albania,ALB,2021-04-29,453248
Albania,ALB,2021-04-30,476903
Albania,ALB,2021-05-01,494028
Albania,ALB,2021-05-03,517501
Albania,ALB,2021-05-04,537387
Albania,ALB,2021-05-05,556584
Albania,ALB,2021-05-06,572226
Albania,ALB,2021-05-07,585693
Albania,ALB,2021-05-08,596766
Albania,ALB,2021-05-09,600000
Albania,ALB,2021-05-10,612959
Albania,ALB,2021-05-11,622507
Albania,ALB,2021-05-12,632676
Albania,ALB,2021-05-13,638338
Albania,ALB,2021-05-14,653330
Albania,ALB,2021-05-17,680083
Albania,ALB,2021-05-18,688947
Albania,ALB,2021-05-19,697811
Albania,ALB,2021-05-20,703743
Albania,ALB,2021-05-21,708846
Albania,ALB,2021-05-23,716616
Albania,ALB,2021-05-24,725135
Albania,ALB,2021-05-26,748986
Albania,ALB,2021-05-27,759043
Albania,ALB,2021-05-30,772204
Albania,ALB,2021-05-31,776461
Albania,ALB,2021-06-01,780342
Albania,ALB,2021-06-03,787321
Albania,ALB,2021-06-06,798624
Albania,ALB,2021-06-07,803682
Albania,ALB,2021-06-08,809992
Albania,ALB,2021-06-09,816556
Albania,ALB,2021-06-10,823053
Albania,ALB,2021-06-11,830281
Albania,ALB,2021-06-12,834868
Albania,ALB,2021-06-13,836430
Albania,ALB,2021-06-14,842535
Albania,ALB,2021-06-15,848430
Albania,ALB,2021-06-16,854227
Albania,ALB,2021-06-17,862628
Albania,ALB,2021-06-20,880912
Albania,ALB,2021-06-21,890052
Albania,ALB,2021-06-22,901429
Albania,ALB,2021-06-23,912874
Albania,ALB,2021-06-24,922886
Albania,ALB,2021-06-28,943439
Albania,ALB,2021-06-29,955498
Albania,ALB,2021-06-30,968034
Albania,ALB,2021-07-01,974486
Albania,ALB,2021-07-02,981499
Albania,ALB,2021-07-04,988550
Albania,ALB,2021-07-05,994081
Albania,ALB,2021-07-06,1000063
Albania,ALB,2021-07-07,1005663
Albania,ALB,2021-07-08,1011297
Albania,ALB,2021-07-09,1016554
Albania,ALB,2021-07-10,1021408
Albania,ALB,2021-07-11,1022802
Albania,ALB,2021-07-12,1029234
Albania,ALB,2021-07-13,1035667
Albania,ALB,2021-07-14,1043499
Albania,ALB,2021-07-15,1052108
Albania,ALB,2021-07-16,1060042
Albania,ALB,2021-07-17,1067135
Albania,ALB,2021-07-18,1069365
Albania,ALB,2021-07-20,1082424
Albania,ALB,2021-07-21,1095453
Albania,ALB,2021-07-22,1109785
Albania,ALB,2021-07-25,1138771
Albania,ALB,2021-07-29,1179769
Albania,ALB,2021-07-30,1190847
Albania,ALB,2021-07-31,1198933
Albania,ALB,2021-08-01,1203087
Albania,ALB,2021-08-02,1212761
Albania,ALB,2021-08-03,1221640
Albania,ALB,2021-08-04,1229405
Albania,ALB,2021-08-05,1238036
Albania,ALB,2021-08-08,1259952
Albania,ALB,2021-08-10,1280239
Albania,ALB,2021-08-13,1309995
Albania,ALB,2021-08-15,1321198
Albania,ALB,2021-08-16,1330754
Albania,ALB,2021-08-17,1340339
Albania,ALB,2021-08-19,1358228
Albania,ALB,2021-08-21,1373349
Albania,ALB,2021-08-22,1376763
Albania,ALB,2021-08-23,1386713
Albania,ALB,2021-08-24,1396390
Albania,ALB,2021-08-25,1405653
Albania,ALB,2021-08-26,1415907
Albania,ALB,2021-08-27,1427977
Albania,ALB,2021-08-29,1444764
Albania,ALB,2021-08-30,1458048
Algeria,DZA,2021-01-29,0
Algeria,DZA,2021-01-30,30
Algeria,DZA,2021-02-19,75000
Algeria,DZA,2021-08-20,4146091
Andorra,AND,2021-01-25,576
Andorra,AND,2021-02-01,1036
Andorra,AND,2021-02-10,1291
Andorra,AND,2021-02-12,1622
Andorra,AND,2021-02-19,2141
Andorra,AND,2021-02-24,2390
Andorra,AND,2021-02-26,2526
Andorra,AND,2021-03-08,3611
Andorra,AND,2021-03-10,4914
Andorra,AND,2021-03-15,8363
Andorra,AND,2021-03-19,9288
Andorra,AND,2021-04-04,12440
Andorra,AND,2021-04-05,15269
Andorra,AND,2021-04-11,17091
Andorra,AND,2021-04-12,19064
Andorra,AND,2021-04-19,26414
Andorra,AND,2021-04-26,28503
Andorra,AND,2021-05-03,28881
Andorra,AND,2021-05-10,31633
Andorra,AND,2021-05-17,32317
Andorra,AND,2021-05-31,35916
Andorra,AND,2021-06-07,41473
Andorra,AND,2021-06-14,51107
Andorra,AND,2021-06-21,63265
Andorra,AND,2021-06-28,68329
Andorra,AND,2021-07-12,70018
Andorra,AND,2021-07-19,82349
Andorra,AND,2021-08-01,86320
Andorra,AND,2021-08-15,91660
Angola,AGO,2021-03-01,0
Angola,AGO,2021-03-08,6169
Angola,AGO,2021-03-18,49000
Angola,AGO,2021-03-24,87022
Angola,AGO,2021-03-29,130750
Angola,AGO,2021-04-06,181578
Angola,AGO,2021-04-11,245442
Angola,AGO,2021-04-19,395447
Angola,AGO,2021-04-23,456349
Angola,AGO,2021-05-12,626572
Angola,AGO,2021-05-18,681502
Angola,AGO,2021-05-21,757535
Angola,AGO,2021-05-26,859979
Angola,AGO,2021-05-31,909215
Angola,AGO,2021-06-08,1115919
Angola,AGO,2021-06-10,1222630
Angola,AGO,2021-06-15,1314375
Angola,AGO,2021-06-20,1380174
Angola,AGO,2021-06-24,1432699
Angola,AGO,2021-06-28,1488292
Angola,AGO,2021-07-05,1513460
Angola,AGO,2021-07-12,1558201
Angola,AGO,2021-07-19,1592537
Angola,AGO,2021-08-03,1680059
Angola,AGO,2021-08-09,1695588
Angola,AGO,2021-08-16,1727488
Angola,AGO,2021-08-20,1754073
Angola,AGO,2021-08-25,1841568
Anguilla,AIA,2021-02-04,0
Anguilla,AIA,2021-02-13,1341
Anguilla,AIA,2021-02-14,2762
Anguilla,AIA,2021-02-26,3929
Anguilla,AIA,2021-03-09,4700
Anguilla,AIA,2021-03-13,5000
Anguilla,AIA,2021-03-19,5348
Anguilla,AIA,2021-04-12,5835
Anguilla,AIA,2021-04-22,6898
Anguilla,AIA,2021-05-17,13235
Anguilla,AIA,2021-05-28,14443
Anguilla,AIA,2021-06-04,14557
Anguilla,AIA,2021-06-11,14937
Anguilla,AIA,2021-06-18,15198
Anguilla,AIA,2021-06-25,15789
Anguilla,AIA,2021-07-02,16460
Anguilla,AIA,2021-07-09,16951
Anguilla,AIA,2021-07-16,17807
Anguilla,AIA,2021-07-23,18001
Anguilla,AIA,2021-07-30,18193
Anguilla,AIA,2021-08-06,18457
Anguilla,AIA,2021-08-20,18458
Antigua and Barbuda,ATG,2021-02-16,0
Antigua and Barbuda,ATG,2021-03-15,24164
Antigua and Barbuda,ATG,2021-03-19,25677
Antigua and Barbuda,ATG,2021-03-25,26424
Antigua and Barbuda,ATG,2021-03-31,26836
Antigua and Barbuda,ATG,2021-04-03,27032
Antigua and Barbuda,ATG,2021-04-14,27592
Antigua and Barbuda,ATG,2021-04-16,28414
Antigua and Barbuda,ATG,2021-04-17,28639
Antigua and Barbuda,ATG,2021-04-22,29754
Antigua and Barbuda,ATG,2021-05-07,31085
Antigua and Barbuda,ATG,2021-05-11,31262
Antigua and Barbuda,ATG,2021-05-17,34441
Antigua and Barbuda,ATG,2021-05-21,39519
Antigua and Barbuda,ATG,2021-05-25,42009
Antigua and Barbuda,ATG,2021-05-26,44230
Antigua and Barbuda,ATG,2021-05-27,45939
Antigua and Barbuda,ATG,2021-05-29,48347
Antigua and Barbuda,ATG,2021-05-31,50329
Antigua and Barbuda,ATG,2021-06-03,51811
Antigua and Barbuda,ATG,2021-06-06,55578
Antigua and Barbuda,ATG,2021-06-07,57264
Antigua and Barbuda,ATG,2021-06-09,58074
Antigua and Barbuda,ATG,2021-06-12,58727
Antigua and Barbuda,ATG,2021-06-15,59582
Antigua and Barbuda,ATG,2021-06-17,62204
Antigua and Barbuda,ATG,2021-06-20,62809
Antigua and Barbuda,ATG,2021-06-29,63995
Antigua and Barbuda,ATG,2021-07-01,64455
Antigua and Barbuda,ATG,2021-07-04,64696
Antigua and Barbuda,ATG,2021-07-06,64823
Antigua and Barbuda,ATG,2021-07-08,65077
Antigua and Barbuda,ATG,2021-07-09,65337
Antigua and Barbuda,ATG,2021-07-13,65656
Antigua and Barbuda,ATG,2021-07-15,65757
Antigua and Barbuda,ATG,2021-07-18,66124
Antigua and Barbuda,ATG,2021-07-20,66408
Antigua and Barbuda,ATG,2021-07-21,66522
Antigua and Barbuda,ATG,2021-07-22,67847
Antigua and Barbuda,ATG,2021-07-25,68271
Antigua and Barbuda,ATG,2021-07-28,68715
Antigua and Barbuda,ATG,2021-07-29,68850
Antigua and Barbuda,ATG,2021-08-02,69290
Antigua and Barbuda,ATG,2021-08-04,69518
Antigua and Barbuda,ATG,2021-08-07,69903
Antigua and Barbuda,ATG,2021-08-10,70019
Antigua and Barbuda,ATG,2021-08-14,71065
Antigua and Barbuda,ATG,2021-08-16,71434
Antigua and Barbuda,ATG,2021-08-19,71600
Antigua and Barbuda,ATG,2021-08-22,72282
Antigua and Barbuda,ATG,2021-08-24,72902
Antigua and Barbuda,ATG,2021-08-28,73700
Antigua and Barbuda,ATG,2021-08-30,74637
Argentina,ARG,2020-12-29,700
Argentina,ARG,2020-12-31,32013
Argentina,ARG,2021-01-04,39599
Argentina,ARG,2021-01-08,107542
Argentina,ARG,2021-01-13,166833
Argentina,ARG,2021-01-15,200759
Argentina,ARG,2021-01-20,247933
Argentina,ARG,2021-01-21,265724
Argentina,ARG,2021-01-22,279602
Argentina,ARG,2021-01-23,288064
Argentina,ARG,2021-01-24,292023
Argentina,ARG,2021-01-25,292386
Argentina,ARG,2021-01-26,305880
Argentina,ARG,2021-01-27,318033
Argentina,ARG,2021-01-28,327999
Argentina,ARG,2021-01-29,344034
Argentina,ARG,2021-01-30,366384
Argentina,ARG,2021-02-01,375851
Argentina,ARG,2021-02-03,396562
Argentina,ARG,2021-02-04,444018
Argentina,ARG,2021-02-06,471383
Argentina,ARG,2021-02-07,501152
Argentina,ARG,2021-02-08,511582
Argentina,ARG,2021-02-09,513178
Argentina,ARG,2021-02-10,535303
Argentina,ARG,2021-02-11,572928
Argentina,ARG,2021-02-12,591632
Argentina,ARG,2021-02-13,606245
Argentina,ARG,2021-02-14,609605
Argentina,ARG,2021-02-15,609791
Argentina,ARG,2021-02-16,611169
Argentina,ARG,2021-02-17,612322
Argentina,ARG,2021-02-18,635583
Argentina,ARG,2021-02-19,668654
Argentina,ARG,2021-02-20,707148
Argentina,ARG,2021-02-21,720267
Argentina,ARG,2021-02-22,722234
Argentina,ARG,2021-02-23,746615
Argentina,ARG,2021-02-24,780455
Argentina,ARG,2021-02-25,829832
Argentina,ARG,2021-02-26,903915
Argentina,ARG,2021-02-27,984895
Argentina,ARG,2021-02-28,1025003
Argentina,ARG,2021-03-01,1049169
Argentina,ARG,2021-03-02,1126108
Argentina,ARG,2021-03-03,1181292
Argentina,ARG,2021-03-04,1252461
Argentina,ARG,2021-03-05,1357596
Argentina,ARG,2021-03-07,1526078
Argentina,ARG,2021-03-08,1546699
Argentina,ARG,2021-03-09,1648957
Argentina,ARG,2021-03-10,1774438
Argentina,ARG,2021-03-11,1919074
Argentina,ARG,2021-03-12,2098205
Argentina,ARG,2021-03-13,2294738
Argentina,ARG,2021-03-14,2381429
Argentina,ARG,2021-03-15,2404194
Argentina,ARG,2021-03-16,2541362
Argentina,ARG,2021-03-17,2668103
Argentina,ARG,2021-03-18,2805153
Argentina,ARG,2021-03-19,2939364
Argentina,ARG,2021-03-20,3063864
Argentina,ARG,2021-03-21,3119828
Argentina,ARG,2021-03-22,3142444
Argentina,ARG,2021-03-23,3240731
Argentina,ARG,2021-03-24,3328933
Argentina,ARG,2021-03-25,3365839
Argentina,ARG,2021-03-26,3474415
Argentina,ARG,2021-03-27,3570460
Argentina,ARG,2021-03-28,3625283
Argentina,ARG,2021-03-29,3646068
Argentina,ARG,2021-03-30,3744566
Argentina,ARG,2021-03-31,3891932
Argentina,ARG,2021-04-01,4023017
Argentina,ARG,2021-04-02,4123152
Argentina,ARG,2021-04-03,4178896
Argentina,ARG,2021-04-04,4234505
Argentina,ARG,2021-04-05,4260808
Argentina,ARG,2021-04-06,4404175
Argentina,ARG,2021-04-07,4571819
Argentina,ARG,2021-04-08,4771214
Argentina,ARG,2021-04-09,4956023
Argentina,ARG,2021-04-10,5201468
Argentina,ARG,2021-04-11,5313612
Argentina,ARG,2021-04-12,5390000
Argentina,ARG,2021-04-13,5571878
Argentina,ARG,2021-04-14,5754919
Argentina,ARG,2021-04-15,5935146
Argentina,ARG,2021-04-16,6093016
Argentina,ARG,2021-04-17,6226872
Argentina,ARG,2021-04-18,6288812
Argentina,ARG,2021-04-19,6334554
Argentina,ARG,2021-04-20,6433141
Argentina,ARG,2021-04-21,6550568
Argentina,ARG,2021-04-22,6693438
Argentina,ARG,2021-04-23,6807411
Argentina,ARG,2021-04-24,7017279
Argentina,ARG,2021-04-25,7134949
Argentina,ARG,2021-04-26,7214704
Argentina,ARG,2021-04-27,7386650
Argentina,ARG,2021-04-28,7557986
Argentina,ARG,2021-04-29,7715006
Argentina,ARG,2021-04-30,7865213
Argentina,ARG,2021-05-01,7971470
Argentina,ARG,2021-05-02,7997902
Argentina,ARG,2021-05-03,8039793
Argentina,ARG,2021-05-04,8197011
Argentina,ARG,2021-05-05,8391513
Argentina,ARG,2021-05-06,8591061
Argentina,ARG,2021-05-07,8820691
Argentina,ARG,2021-05-08,9001747
Argentina,ARG,2021-05-09,9082597
Argentina,ARG,2021-05-10,9122759
Argentina,ARG,2021-05-11,9237005
Argentina,ARG,2021-05-12,9383945
Argentina,ARG,2021-05-13,9541511
Argentina,ARG,2021-05-14,9704364
Argentina,ARG,2021-05-15,9862623
Argentina,ARG,2021-05-16,9927783
Argentina,ARG,2021-05-17,10002830
Argentina,ARG,2021-05-18,10193368
Argentina,ARG,2021-05-19,10383925
Argentina,ARG,2021-05-20,10549521
Argentina,ARG,2021-05-21,10758782
Argentina,ARG,2021-05-22,10958659
Argentina,ARG,2021-05-23,11067550
Argentina,ARG,2021-05-24,11149468
Argentina,ARG,2021-05-25,11242209
Argentina,ARG,2021-05-26,11331066
Argentina,ARG,2021-05-27,11503476
Argentina,ARG,2021-05-28,11676733
Argentina,ARG,2021-05-29,11906697
Argentina,ARG,2021-05-30,12119901
Argentina,ARG,2021-05-31,12257297
Argentina,ARG,2021-06-01,12497078
Argentina,ARG,2021-06-02,12801115
Argentina,ARG,2021-06-03,13079195
Argentina,ARG,2021-06-04,13374067
Argentina,ARG,2021-06-05,13730521
Argentina,ARG,2021-06-06,14092493
Argentina,ARG,2021-06-07,14336164
Argentina,ARG,2021-06-08,14663805
Argentina,ARG,2021-06-09,15012734
Argentina,ARG,2021-06-10,15353408
Argentina,ARG,2021-06-11,15730223
Argentina,ARG,2021-06-12,16102741
Argentina,ARG,2021-06-13,16286902
Argentina,ARG,2021-06-14,16382043
Argentina,ARG,2021-06-15,16643769
Argentina,ARG,2021-06-16,16876619
Argentina,ARG,2021-06-17,17172628
Argentina,ARG,2021-06-18,17475935
Argentina,ARG,2021-06-19,17837121
Argentina,ARG,2021-06-20,18085389
Argentina,ARG,2021-06-21,18198899
Argentina,ARG,2021-06-22,18380675
Argentina,ARG,2021-06-23,18646784
Argentina,ARG,2021-06-24,18921680
Argentina,ARG,2021-06-25,19205808
Argentina,ARG,2021-06-26,19499231
Argentina,ARG,2021-06-27,19749468
Argentina,ARG,2021-06-28,19951580
Argentina,ARG,2021-06-29,20221697
Argentina,ARG,2021-06-30,20543325
Argentina,ARG,2021-07-01,20907721
Argentina,ARG,2021-07-02,21310026
Argentina,ARG,2021-07-03,21781425
Argentina,ARG,2021-07-04,22179930
Argentina,ARG,2021-07-05,22444129
Argentina,ARG,2021-07-06,22813398
Argentina,ARG,2021-07-07,23317413
Argentina,ARG,2021-07-08,23722105
Argentina,ARG,2021-07-09,24048381
Argentina,ARG,2021-07-10,24518390
Argentina,ARG,2021-07-11,24616918
Argentina,ARG,2021-07-12,24862187
Argentina,ARG,2021-07-13,25254280
Argentina,ARG,2021-07-14,25718531
Argentina,ARG,2021-07-15,26134815
Argentina,ARG,2021-07-16,26511672
Argentina,ARG,2021-07-17,26934235
Argentina,ARG,2021-07-18,27200110
Argentina,ARG,2021-07-19,27430531
Argentina,ARG,2021-07-20,27825228
Argentina,ARG,2021-07-21,28264151
Argentina,ARG,2021-07-22,28674364
Argentina,ARG,2021-07-23,29075280
Argentina,ARG,2021-07-24,29437762
Argentina,ARG,2021-07-25,29723228
Argentina,ARG,2021-07-26,29880247
Argentina,ARG,2021-07-27,30230385
Argentina,ARG,2021-07-28,30655272
Argentina,ARG,2021-07-29,31075801
Argentina,ARG,2021-07-30,31471074
Argentina,ARG,2021-07-31,31877998
Argentina,ARG,2021-08-01,32148787
Argentina,ARG,2021-08-02,32335391
Argentina,ARG,2021-08-03,32695882
Argentina,ARG,2021-08-04,33335932
Argentina,ARG,2021-08-05,33735965
Argentina,ARG,2021-08-06,34134158
Argentina,ARG,2021-08-07,34430142
Argentina,ARG,2021-08-08,34624926
Argentina,ARG,2021-08-09,34902791
Argentina,ARG,2021-08-10,35247776
Argentina,ARG,2021-08-12,35762492
Argentina,ARG,2021-08-13,36038031
Argentina,ARG,2021-08-14,36387897
Argentina,ARG,2021-08-15,36641694
Argentina,ARG,2021-08-16,36809251
Argentina,ARG,2021-08-17,36941932
Argentina,ARG,2021-08-18,37234519
Argentina,ARG,2021-08-19,37689167
Argentina,ARG,2021-08-20,38145435
